ID,Titre,Catégorie,Précisions,,,
7020,Elisabeth Vigée Le Brun,137, 12=Ouvrage broché, 13=Français,,
7021,La comtesse Greffulhe. A l'ombre des Guermantes,131, 12=Ouvrage  broché, 13=Français,,
7022,Emaux sur métal du IXe au XIXe siècle - Histoire technique et matériaux,160, 12=Ouvrage  relié, 13=Français,,
7023,Vincent Van Gogh Lettres,137, 12=Ouvrage  relié, 13=Français,,
7024,Antonio Canova à l'origine du mythe,216, 12=Ouvrage broché,,,
7025,Venise à vol d'oiseau,158, 12=Ouvrage  relié, 13=Français,,
7026,Catalogue d'exposition Anselm Kiefer l'alchimie du livre,216, 12=Ouvrage broché, 13=Français,,
7027,Cristalleries  de Saint-Louis,135, 12=Ouvrage  relié, 13=Français,,
7028,Catalogue d'exposition Co-Workers,216, 12=Ouvrage  broché, 13=Français,,
7029,Enrico Campagnola. Sculpteur et Peintre,141, 12=Ouvrage  relié, 13=Français,,
7030,L'histoire du monde en 1000 objets,131, 12=Ouvrage  relié, 13=Français,,
7031,Le Louvre une histoire de palais,131, 12=Ouvrage  relié, 13=Français,,
7032,The Louvre a tale of a palace,230,,,,
7033,Les belles heures du duc de Berry,158, 13=Français, 28=Oui,,
7034,Palais royal à la table des rois,135, 12=Ouvrage  relié,,,
7035,Le Mont Saint-Michel,160, 12=Ouvrage  relié, 13=Français,,
7036,Images du Grand Siècle l'estampe française au temps de Louis XIV ,216, 12=Ouvrage  relié, 13=Français,,
7037,Chefs-d'oeuvre de l'art contemporain à colorier,263, 12=Ouvrage broché,,,
7038,Etienne Cournault (1891-1948) - Musée de Nantes,216, 12=Ouvrage  broché, 13=Français,,
7039,Hubert Robert - Musée de Valence ,165, 12=Ouvrage  broché, 13=Français,,
7040,Catalogue d'exposition Giuseppe Penone Regards croisés,216, 13=Français,,,
7041,Catalogue d'exposition La gloire de Saint Georges l'homme le dragon et la mort ,216, 12=Ouvrage  relié, 13=Français,,
7042,Catalogue d'exposition Lyon Renaissance Arts et Humanisme,216, 12=Ouvrage broché, 13=Français,,
7043,Catalogue d'exposition Matisse et la gravure,216, 12=Ouvrage broché,,,
7044,Art & pub,131, 12=Ouvrage  broché, 13=Français,,
7045,Hôtels particuliers à Paris  - Carnet d'études ENSBA n°35,216, 12=Ouvrage  broché, 13=Français,,
7046,Catalogue d'exposition Le monde de Darwin,216, 12=Ouvrage  relié, 13=Français,,
7047,Deyrolle à la croisée des savoirs,135, 12=Ouvrage  relié, 13=Français,,
7048,La Russie inconnue. Art russe de la première moitié du XXe siècle ,216, 12=Ouvrage  broché, 13=Français,,
7049,François Girardon (1628-1715). Le sculpteur de Louis XIV,118, 12=Ouvrage  relié, 13=Français,,
7050,Catalogue d'exposition Tigres de papier cinq siècles de peinture en Corée,216, 12=Ouvrage  relié, 13=Français,,
7051,Jump book,150, 12=Ouvrage  relié, 13=Français,,
7052,Catalogue d'exposition Cosa mentale. Art et télépathie au XXe siècle ,216, 12=Ouvrage  relié, 13=Français,,
7053,100 chefs-d'oeuvre du Louvre racontent une histoire du monde,160, 12=Ouvrage  broché, 13=Français,,
7054,Catalogue d'exposition Anselm Kiefer Centre Pompidou,131, 12=Ouvrage  relié, 13=Français,,
7055,Catalogue d'exposition Agnès Varda Cuba,216, 12=Ouvrage  relié, 13=Français,,
7056,Inspirations Cahier de Coloriage pour adultes,263,,,,
7057,Les plus admirables monuments de France,134, 12=Ouvrage  relié, 13=Français,,
7058,Maisons Bulles,134, 12=Ouvrage  broché, 13=Français,,
7059,Jean Honoré Fragonard le verrou. Collection Solo musée du Louvre,165, 12=Broché, 13=Français,,
7060,Héros errants d'une histoire à contretemps - Le salon littéraire artistique et musical de Madame de Rayssac,160, 12=Ouvrage  broché, 13=Français,,
7061,Les histoires de Babar aux Arts décoratifs,264, 12=Ouvrage relié, 13=Français,,
7062,Boris Lipnitzki le magnifique,264, 12=Ouvrage relié, 13=Français, 28=Oui,
7067,Marguerite Gérard dans l'atelier de Fragonard,264, 12=Ouvrage  broché, 13=Français,,
7070,Albrecht Dürer et son temps dessins et gravures,133, 12=Ouvrage  relié, 13=Français,,
7071,Picasso ! L'exposition Anniversaire,263, 12=Ouvrage  relié, 13=Français,,
7072,La colonne Trajane. Edition illustrée avec les photographies exécutées en 1862 pour Napoléon III ,137, 12=Ouvrage  relié, 13=Français,,
7073,Catalogue d'exposition Lucien Clergue les premiers albums,216, 12=Ouvrage  relié, 13=Français,,
7074,Micromonumentalité l'éloge du minuscule dans l'art africain ,139, 12=Ouvrage  relié,,,
7075,Catalogue d'exposition Georges Le Brun maître de l'intime,216, 13=Français,,,
7076,Catalogue d'exposition Ceramix la céramique dans l'art de Rodin à Schütte ,216, 12=Ouvrage  broché, 13=Français,,
7077,Catalogue d'exposition Les collections du Prince de Liechtenstein,216, 12=Ouvrage  broché, 13=Français,,
7078,Alberto Cont,141, 12=Ouvrage  relié,,,
7079,Ali Tur Guadeloupe années 30. L'architecte d'une reconstruction,134, 13=Français,,,
7080,Apocalypse. La tenture de Louis d'Anjou,160, 12=Ouvrage  relié, 13=Français,,
7081,Le bouclier avec Milon de Crotone d’Antonio del Pollaiuolo.,137, 12=Ouvrage  broché, 13=Français,,
7082,Le salon de Mercure Chambre de parade du roi,135, 12=Ouvrage  broché,,,
7083,Ferronnerie en Europe au XXe siècle,135, 12=Ouvrage  relié, 13=Français,,
7084,Les plus grands architectes,131, 12=Ouvrage broché, 13=Français,,
7085,Artistes en guerre 1914-1918 1939-1945,216, 12=Ouvrage broché, 13=Français,,
7086,Méditerranées de Dominique Fernandez & Ferrante Ferranti,131, 12=Ouvrage  relié, 13=Français,,
7087,Catalogue d'exposition Esthétiques de l'amour,216, 12=Ouvrage relié, 13=Français,,
7088,Youla Chapoval. Catalogue raisonné de l'oeuvre peint,166, 12=Ouvrage  relié, 13=Français,,
7089,Cartier étourdissant. Haute joaillerie et objets précieux,135, 12=Ouvrage  relié, 13=Français,,
7090,Qui a peur des femmes photographes ? 1839 à 1945,216, 12=Ouvrage  relié, 13=Français,,
7091,1933-1953 L'Art en péril. Cent oeuvres dans la tourmente,141, 12=Ouvrage  relié, 13=Français,,
7093,Charles et Ray Eames,135, 12=Ouvrage  relié, 13=Français,,
7094,Avant l'avant-garde. Du jeu en photographie 1890-1940,150, 12=Ouvrage  relié, 13=Français,,
7095,Fra Angelico,154, 12=Relié sous  coffret, 13=Français,,
7097,Caricatures anglaises (1789-1815),264, 12=Ouvrage  relié, 13=Français,,
7104,Catalogue d'exposition Figures de Fantaisie,216, 12=Ouvrage broché, 13=Français,,
7105,Catalogue d'exposition Georgia O'Keeffe et ses amis photographes ,216, 13=Français,,,
7106,Catalogue La mode retrouvée les robes trésors de la comtesse Greffulhe,216, 12=Ouvrage  broché, 13=Français,,
7108,Le musée de Rodin. Dernier chef-d'oeuvre du sculpteur,118, 12=Ouvrage broché, 13=Français,,
7110,Catalogue d'exposition André Masson de Marseille à l'exil américain,216, 12=Ouvrage broché, 13=Français,,
7111,Catalogue d'exposition Visages de l'effroi violence et fantastique de David à Delacroix,216, 13=Français,,,
7112,Le Bois,233, 12=Ouvrage  relié, 13=Français,,
7113,Catalogue d'exposition Chagall de la palette au métier,216, 12=Ouvrage broché,,,
7114,Man Ray,150, 12=Ouvrage  relié, 13=Français,,
7115,Volez Voguez Voyagez Louis Vuitton (English edition),230, 12=Ouvrage  relié,,,
7116,Berlin,238, 12=Relié sous  coffret, 13=Français,,
7117,Catalogue d'exposition Rossella Bellusci,216, 12=Ouvrage  broché, 13=Français,,
7118,L'église et le couvent de la Trinité-des-Monts à Rome. Les décors restaurés,154, 12=Ouvrage  relié, 13=Français,,
7119,La grande parade de l'art !,143, 12=Ouvrage broché, 13=Français,,
7120,Salons et Expositions Le Havre (1833 – 1926),160, 13=Français,,,
7121,Les fleurs dans la peinture chinoise,161, 13=Français,,,
7122,Ninfa fluida. Essai sur le drapé-désir ,160, 12=Ouvrage  broché, 13=Français,,
7123,Journal des collections musée des Beaux-Arts de Quimper,146, 12=Ouvrage broché, 13=Français,,
7124,Tables et festins. L'hospitalité dans la peinture flamande et hollandaise et la bande dessinée ,216, 13=Français,,,
7125,La perte et la mémoire. Vandalisme et sentiment du patrimoine à Lyon,134, 12=Ouvrage  broché,,,
7126,Ahae Mécène gangster,137, 12=Ouvrage  broché, 13=Français,,
7127,Un 3e jour au musée avec les Bidochon,131, 12=Ouvrage  relié, 13=Français,,
7128,Bescherelle : Chronologie de l'histoire de l'art de la Renaissance à nos jours,160, 12=Ouvrage  broché, 13=Français,,
7130,Catalogue d’exposition Jules Chadel (1870-1941) dessins et gravures,216, 13=Français,,,
7132,Catalogue d'exposition L'art à l'épreuve du génocide retour vers l'abîme,216, 12=Ouvrage broché,,,
7133,Catalogue d'exposition Korea Now ! Craft design graphisme mode,216, 13=Français,,,
7134,Chefs d'oeuvre d'Afrique dans les collections du musée Dapper,216, 12=Ouvrage  relié, 13=Français,,
7135,Contes du Nord illustrés par Kay Nielsen,236, 12=Ouvrage  relié, 13=Français,,
7136,Revue Médium N°1 - automne 2004,224, 12=Broché, 13=Français,,
7137,Revue Médium N°2 - janvier-février-mars 2005 ,224, 12=Broché, 13=Français,,
7138,Revue Médium N°3 - avril-mai-juin 2005 ,224, 12=Broché, 13=Français,,
7139,Revue Médium N°4  - juillet-août-septembre 2005 ,224, 12=Broché, 13=Français,,
7140,Revue Médium N°5  - octobre-novembre-décembre 2005 ,224, 4=2005, 12=Broché, 13=Français,
7143,Revue Médium N°8 - juillet-août-septembre 2006 ,224, 12=Broché, 13=Français,,
7144,Revue Médium N°9 - octobre-novembre-décembre 2006 ,224, 12=Broché, 13=Français,,
7146,Revue Médium N°11 - avril-mai-juin 2007 ,224, 12=Broché, 13=Français,,
7147,Revue Médium N°12 : Qu’est-ce qu’un chef ? - juillet-août-septembre 2007 ,224, 12=Broché, 13=Français,,
7149,Revue Médium N°14 - janvier-février-mars 2008 ,224, 12=Broché, 13=Français,,
7150,Revue Médium N°15 - avril-mai-juin 2008 ,224, 12=Broché, 13=Français,,
7153,Revue Médium N°19 - avril-mai-juin 2009 ,224, 12=Broché, 13=Français,,
7154,Revue Médium N°20-21 : NOUS - juillet-décembre 2009 ,224, 12=Broché, 13=Français,,
7155,Revue Médium N°22 - janvier-février-mars 2010 ,224, 12=Broché, 13=Français,,
7156,Revue Médium N°23 - avril-mai-juin 2010 ,224, 12=Broché, 13=Français,,
7158,Revue Médium N°26 : Santé : nouvelles techniques nouvelles croyances - janvier-février-mars 2011 ,224, 12=Broché, 13=Français,,
7159,Revue Médium N°27 - avril-mai-juin 2011 ,224, 12=Broché, 13=Français,,
7161,Revue Médium N°29 : Réseaux : après l’utopie - octobre-novembre-décembre 2011 ,224, 12=Broché, 13=Français,,
7164,Revue Médium N°32-33 : Copie modes d’emploi - juillet-décembre 2012 ,224, 12=Broché, 13=Français,,
7165,Revue Médium N°34 : Récits du pouvoir - Pouvoirs du récit - janvier-février-mars 2013 ,224, 12=Broché, 13=Français,,
7166,Revue Médium N°35 : Ruptures Techniques et Continuité Culturelle - avril-mai-juin 2013 ,224, 12=Broché, 13=Français,,
7167,Revue Médium N°36 : Dossier : L’esprit des lieux - juillet-août-septembre 2013 ,224, 12=Broché, 13=Français,,
7169,Revue Médium N°39 : Générations - avril - juin 2014 ,224, 12=Broché, 13=Français,,
7170,Revue Médium N°40  - juillet - septembre 2014 ,224, 12=Broché, 13=Français,,
7171,Revue Médium N°41 : Rythmes - octobre - décembre 2014 ,224, 12=Broché, 13=Français,,
7172,Revue Médium N°42 : L’écrivain national - janvier - mars 2015 ,224, 12=Broché, 13=Français,,
7173,Revue Médium N°43 : Charlie et les autres - avril - juin 2015 ,224, 12=Broché, 13=Français,,
7174,Revue Médium,N°44-45  ,Demain l’école - juillet - décembre 2015 ,224, 12=Broché, 13=Français
7177,Grunewald et le retable d'Issenheim. Regards sur un chef-d'oeuvre,131, 13=Français,,,
7178,Fêtes et plaisirs au temps des princes de Condé ,160, 12=Ouvrage  broché, 13=Français,,
7179,Objectif Louvre. La mythologie gréco-romaine en famille,143, 12=Ouvrage  broché, 13=Français,,
7180,L'art de lire de la Renaissance au XXe siècle,131, 12=Ouvrage  relié, 13=Français,,
7181,Catalogue d'exposition Gilles Barbier,216, 12=Ouvrage relié,,,
7182,Parmigianino dessins du Louvre,216, 12=Ouvrage  broché, 13=Français,,
7184,Théâtres de verdure,135, 12=Ouvrage  relié, 13=Français,,
7185,Techne N°41 : Arts textiles antiques et modernes. Approche scientifique et restauration,140, 12=Ouvrage  broché, 13=Français,,
7187,Art et BD,143, 12=Ouvrage  broché, 13=Français,,
7188,L'âme des samouraïs,236, 12=Ouvrage  broché, 13=Français,,
7189,L'art des monstres,143, 12=Ouvrage broché, 13=Français,,
7190,Le petit musée de Picasso,143, 13=Français,,,
7191,La vie en design,143, 12=Ouvrage  broché, 13=Français,,
7192,Les Belles Danses,143, 12=Ouvrage  relié, 13=Français,,
7193,Mon petit musée hanté ,143, 12=Ouvrage  relié, 13=Français,,
7195,Le dauphin l'artiste et le philosophe - Château de Fontainebleau,216, 12=Ouvrage broché, 13=Français,,
7196,Les hôtels particuliers de Dijon au XVIIe siècle,134, 12=Ouvrage  relié, 13=Français,,
7197,Caravage,154, 12=Relié sous coffret, 13=Français,,
7198,Angelus & Diabolus,238, 12=Relié sous  coffret, 13=Français,,
7199,L'art en coloriages. Les chefs-d'oeuvre de la peinture,263, 13=Français,,,
7200,Art pour enfant - Retable d’Issenheim l’histoire d’un tableau magique,143, 13=Français,,,
7202,L'art de la mode,238, 12=Relié sous  coffret, 13=Français,,
7203,Cartes de voeux Ukiyo-e,235,,,,
7207,DVD Les arts de l'Islam au Louvre,235,,,,
7209,Gustav Klimt Cartes doubles avec enveloppes,242,,,,
7211,Echarpe François 1er - Boutique des Musées de France,235,,,,
7214,Coffret de cartes Le chant de la terre,235,,,,
7215,Cartes de voeux Hokusai,235,,,,
7217,Catalogue d'exposition Delacroix et l'Antique,137, 13=Français,,,
7218,Volez voguez voyagez : Louis Vuitton,135, 13=Français,,,
7219,Pablo Picasso Cartes doubles avec enveloppes,242,,,,
7220,Edgar Degas Cartes doubles avec enveloppes,242,,,,
7232,Buffon - Picasso. Exemplaire de Dora Maar.,158, 12=Ouvrage  relié, 13=Français,,
7233,Man Ray portraits,264, 12=Ouvrage  broché, 13=Français, 28=Oui,
7225,Livre d'heures de Jeanne de France,238, 13=Français,,,
7228,Trésors érotiques japonais du Musée Guimet,119, 12=Ouvrage  relié, 13=Français,,
7240,Une histoire de l'architecture des XXe et XXIe siècles,134, 12=Ouvrage  broché, 13=Français,,
7244,Le retable d'Issenheim chef d'oeuvre du musée Unterlinden,164, 12=Ouvrage  broché, 13=Français,,
7243,Louis Vuitton l'âme du voyage,135, 12=Ouvrage  broché, 13=Français,,
7245,Caravage,164, 12=Ouvrage  relié, 13=Français,,
7248,Eglises reconverties,264, 12=Ouvrage broché,,,
7249,Italie le grand tour. Dans le miroir de la photographie au XIXe siècle,264, 12=Ouvrage  relié, 13=Français,,
7250,50 artistes incontournables,137, 12=Ouvrage  relié, 13=Français,,
7251,Paris 1910-1940. Une capitale au-dessus du volcan,264, 12=Ouvrage  relié, 13=Français,,
7252,Lessing la critique et les arts,198, 12=Ouvrage  broché, 13=Français,,
7258,Bestiaire machines et ornements,142, 12=Ouvrage  broché,,,
7259,Le commerce du luxe - Production exposition et circulation des objets précieux du Moyen Age à nos jours,160, 12=Ouvrage  broché, 13=Français,,
7260,Catalogue d'exposition Claude Mellan l'écriture de la méthode,216, 12=Ouvrage  relié, 13=Français,,
7261,Soulages l'oeuvre complet - Peintures Volume 4 1997-2013,141, 12=Ouvrage  relié, 13=Français,,
7262,Strasbourg 1200-1230 la révolution gothique,216, 12=Ouvrage  broché, 13=Français,,
7263,Sophie Calle : Tout,144, 12=Ouvrage  broché, 13=Français,,
7264,Décors de fenêtre en papier ,236, 12=Ouvrage  broché, 13=Français,,
7265,Art pour enfant - Quand je dessine je peux dépasser,143, 12=Ouvrage  broché, 13=Français,,
7266,Salvador Dali Cartes doubles avec enveloppes,242,,,,
7267,Les Impressionnistes Cartes doubles avec enveloppes,242,,,,
7268,Robert Doisneau Cartes doubles avec enveloppes,242,,,,
7269,Paul Cézanne Cartes doubles avec enveloppes,242,,,,
7270,Claude Monet Cartes doubles avec enveloppes,242,,,,
7271,Steinlen Cartes doubles avec enveloppes,242,,,,
7272,Vincent Van Gogh Cartes doubles avec enveloppes,242,,,,
7273,Dictionnaire biographique des sculpteurs des années 1920 1930,264, 13=Français,,,
7274,Amérique / URSS - Architectures du défi,264, 12=Ouvrage  relié, 13=Français,,
7292,Figures du génie dans l'art français (1802-1855),137, 12=Ouvrage  relié, 13=Français,,
7276,Le Corbusier et le dessin,142, 13=Français,,,
7277,Catalogue d'exposition Monet un pont vers la modernité,216, 12=Ouvrage  relié,,,
7278,Les avant-gardes artistiques 1848-1918 une histoire transnationnale,160, 12=Ouvrage broché, 13=Français,,
7279,Les couleurs expliquées en images,122, 12=Ouvrage  broché, 13=Français,,
7280,Le temps de collections - Musées de Rouen,216, 13=Français,,,
7281,La Figure à l'oeuvre études offertes à Michel Guérin,160, 12=Ouvrage  broché, 13=Français,,
7282,Le western et les mythes de l'Ouest. Littérature et arts de l'image ,137, 12=Ouvrage broché, 13=Français,,
7283,Exposition Jalousies Adel Abdessemed. Complicités avec Jean Nouvel,216,,,,
7284,Visage(s). Sens et représentations en Occident,263, 12=Ouvrage  relié, 13=Français,,
7285,Alphonse de Neuville 1835-1885,264, 12=Ouvrage  relié, 13=Français,,
7286,Gustave Van de Woestyne (1881-1947),264, 13=Français,,,
7288,L’architecture de la reconstruction,264, 12=Ouvrage  relié, 13=Français,,
7363,Belles de jour. Palais lumière,216,,,,
7293,Arts et émotions dictionnaire,137, 13=Français,,,
7294,Do it yourself : 50 objets design à faire soi-même,135, 12=Ouvrage  relié, 13=Français,,
7295,Guide : Le musée de l'homme,146, 12=Ouvrage  broché, 13=Français,,
7297,Louvre-Lens : Guide 2016,146, 12=Ouvrage  broché, 13=Français,,
7298,Manger et boire entre 1914 et 1918,157, 12=Ouvrage broché, 13=Français,,
7299,Le Louvre de Clara Baum,142,,,,
7300,Contes de Charles Perrault illustrés par Gustave Doré,143, 12=Ouvrage broché, 13=Français,,
7301,Fables de Jean de La Fontaine illustrés par Gustave Doré,143, 12=Ouvrage broché, 13=Français,,
7303,Chateaubriand par Girodet. Un modello inédit,125, 12=Ouvrage  broché, 13=Français,,
7304,Monumental 2015-2 : Dossier Arles,140, 12=Ouvrage broché, 13=Français,,
7305,Le Louvre des écrivains ,238, 12=Ouvrage  relié, 13=Français,,
7307,Feuilles de mémoire: un Carnet de Dessins Florentins du Louvre. De l'Academie du Dessin à Filippo Baldinucci,133, 12=Ouvrage  broché,,,
7308,Museum Unterlinden from Alechinsky to Zack (English edition),230, 12=Ouvrage broché,,,
7309,Edouard Marcel Sandoz les porcelaines d'Haviland ,135, 12=Ouvrage  relié, 13=Français,,
7310,Société du salon du dessin - Le dessin d’architecture dans tous ses états,160, 13=Français,,,
7311,Salons et Expositions de Rouen (1833 - 1947),160, 13=Français,,,
7312,Salons et Expositions Nantes (1825 – 1920),160, 13=Français,,,
7316,Géricault au coeur de la création romantique,264, 12=Ouvrage  relié, 13=Français,,
7317,Louis Vuitton / Marc Jacobs,264, 12=Ouvrage  relié, 13=Français,,
7318,Le musée Unterlinden de Alechinsky à Zack,146, 12=Ouvrage  broché, 13=Français,,
7319,Catalogue d'exposition Annette Messager : Dessus Dessous ,135, 12=Ouvrage  broché,,,
7321,Martin Parr : Autoportrait,150, 12=Ouvrage broché, 13=Français,,
7322,Art pour enfants - Jeu de 7 familles Peintres français classiques,235,,,,
7323,Art pour enfants - Jeu de 7 familles : Promenade  dans  Paris ,235,,,,
7324,Art pour enfants - Jeu des familles : L’histoire de  France,235,,,,
7326,Les Etrusques en toutes lettres. Ecriture et société dans l'Italie antique,216, 12=Ouvrage  broché, 13=Français,,
7329,Passion Pain. 80 recettes originales de pains composés de sandwiches de pains traditionnels de tartines...,233, 12=Ouvrage broché, 13=Français,,
7331,Catalogue d'exposition Gustave Moreau & Georges Rouault - Souvenirs d'atelier,216, 12=Ouvrage  relié, 13=Français,,
7333,Guide Petit Futé - Les 100 plus beaux musées de France (édition 2017),146, 12=Ouvrage  broché, 13=Français,,
7336,Atelier Lyrique - 2005-2015 ,135, 12=Ouvrage  broché, 13=Français,,
7338,Les laques de Coromandel,158, 12=Ouvrage  relié, 13=Français,,
7339,L'Asie rêvée dans les collections Baur et Cartier,135, 12=Ouvrage  relié, 13=Français,,
7340,Le Marais chef-d'oeuvre vivant,150, 12=Ouvrage broché,,,
7354,Une passion française la collection Hays,264, 12=Ouvrage  relié, 13=Français, 28=Oui,
7341,Caravage. L'oeuvre complet,164, 12=Ouvrage  relié, 13=Français,,
7343,Anselm Kieffer Heroic Symbols (Edition en Anglais/Allemand),264,,,,
7347,Antoine Watteau la leçon de musique,264, 12=Ouvrage  relié,,,
7348,Théâtres romantiques à Paris,160, 12=Ouvrage  relié, 13=Français,,
7349,L'image révélée. Premières photographies sur papier en Grande-Bretagne (1840-1860).,150, 12=Ouvrage  broché, 13=Français,,
7355,Créatrices en 1900. Femmes artistes en France dans les milieux symbolistes,160, 12=Ouvrage  broché, 13=Français,,
7356,La galerie des Carrache. Histoire et restauration ,135, 12=Ouvrage  relié, 13=Français,,
7357,Catalogue d'exposition Pierre Frey. Tissus inspirés,216, 12=Ouvrage broché,,,
7358,Catalogue d'exposition Faire le mur 4 siècles de papiers peints,216, 12=Ouvrage  broché, 13=Français,,
7359,Palais de la Légion d'honneur. La mémoire du lieu ,134, 12=Ouvrage  relié, 13=Français,,
7360,André Bruyère.  Carnets d'architecte,134, 12=Ouvrage  broché, 13=Français,,
7362,Catalogue d'exposition Valérie Favre. La première nuit du monde,216, 12=Ouvrage  broché, 13=Français,,
7364,Catalogue d'exposition Signac au fil de l'eau,216, 12=Ouvrage  relié, 13=Français,,
7854,Le musée Hergé,263, 12=Ouvrage  broché, 13=Français,,
7365,Catalogue d'exposition Agir et Contempler musée Unterlinden,216, 12=Ouvrage broché, 13=Français,,
7366,Catalogue d'exposition Le musée Granet. Dix ans d'acquisitions (2006-2016),216, 12=Ouvrage  relié, 13=Français,,
7367,Catalogue d'exposition Persona étrangement humain ,216, 12=Ouvrage  broché, 13=Français,,
7368,Qui a peur des artistes ? Une sélection d'oeuvres de la François Pinault Foundation ,264, 12=Ouvrage  relié, 13=Français,,
7369,De jadis à demain. Voyage dans l'oeuvre d'Albert Robida,126, 12=Ouvrage broché, 13=Français,,
7370,Wifredo Lam. Catalogue Raisonné de l'oeuvre gravé,166, 12=Ouvrage  relié,,,
7371,Gérard Fromanger,141, 12=Ouvrage  broché,,,
7372,Le Corps de la Liberté. Essais sur la peinture du XIXe siècle,160, 12=Ouvrage  broché, 13=Français,,
7381,Mémoires d'Hadrien,138, 13=Français,,,
7383,Lorenzo Mattotti. Livres,142, 12=Ouvrage  relié, 13=Français,,
7384,Lorenzo Mattotti. Dessins & peintures,142, 12=Ouvrage  relié, 13=Français,,
7385,L'Art et le Chat,216, 12=Ouvrage  relié, 13=Français,,
7386,Nicolas de Crécy ,142, 12=Ouvrage  relié, 13=Français,,
7387,Techne n°42 : Science et conservation,140, 12=Ouvrage  broché, 13=Français,,
7388,Relier la terre au ciel,135, 12=Ouvrage  relié, 13=Français,,
7389,Catalogue d'exposition Sublime les tremblements du monde,216, 12=Ouvrage  broché, 13=Français,,
7391,Napoléon III et l'Italie la naissance d'une nation,264, 12=Ouvrage relié, 13=Français,,
7392,Roulez carrosses !,264, 12=Ouvrage relié, 13=Français,,
7394,De Miro à Warhol - La collection Berardo à Paris,264, 12=Broché, 13=Français,,
7396,Le dessein du geste - Savoir-faire et Design français,135, 13=Français,,,
7397,Catalogue d'exposition Chamanes & Divinités,138, 12=Ouvrage  broché, 13=Français,,
7398,La fabrique de l'oeuvre. Dessins des musées d’Angers,216, 12=Ouvrage  broché, 13=Français,,
7399,Conserver / Restaurer. L'œuvre d'art à l'époque de sa préservation technique,198, 12=Ouvrage  broché, 13=Français,,
7400,Du noir vers le ciel - 8 mètres de coloriage,236, 13=Français,,,
7403,Catalogue d'exposition Francois Kollar un ouvrier du regard,216, 12=Ouvrage  broché,,,
7404,Catalogue d'exposition De la caricature à l'affiche 1850-1918,216, 12=Ouvrage  broché, 13=Français,,
7407,Shitshock Art - Critique artistique pour connaisseurs ,137, 12=Ouvrage broché, 13=Français,,
7409,Catalogue d'exposition Gérard Fromanger,216, 12=Ouvrage  broché, 13=Français,,
7410,Hieronymus Bosch. L'oeuvre Complet,164, 13=Français,,,
7412,George Desvallières (1861-1950) Catalogue raisonné de l'oeuvre complet,125, 13=Français,,,
7413,Eckersberg,216, 12=Ouvrage  relié,,,
7414,Nuits américaines. L’art du nocturne aux États-Unis 1890-1917,137, 12=Ouvrage  relié, 13=Français,,
7415,Blaise Cendrars. Au coeur des arts,216, 12=Ouvrage  relié, 13=Français,,
7416,René Seyssaud 1867-1952,141, 12=Ouvrage  relié, 13=Français,,
7417,La Chine dans l'imaginaire anglais des Lumières (1685-1798),160, 12=Ouvrage  relié, 13=Français,,
7418,Les lettres parisiennes du peintre Victor Müller,125, 12=Ouvrage  broché,,,
7419,L'Europe en mouvement (1870-1913). Analyses comparatistes d'une évolution culturelle,160, 12=Ouvrage  broché, 13=Français,,
7420,L'art du Japon au vingtième siècle,264, 12=Ouvrage broché, 13=Français,,
7421,Hommage à Ersnt et Hildy Beyeler. L'Autre Collection.,264, 12=Ouvrage  relié, 13=Français,,
7423,Amedeo Modigliani. The Inner Eye,230, 12=Ouvrage broché,,,
7424,Catalogue d'exposition Amedeo Modigliani. L'œil intérieur,141, 13=Français,,,
7425,Bosch par le détail,154, 12=Ouvrage  relié, 13=Français,,
7426,Catalogue d'exposition Daido Tokyo,216, 12=Ouvrage  relié, 13=Français,,
7428,La muse républicaine. Artistes et pouvoir 1870-1900,160, 12=Ouvrage  broché, 13=Français,,
7429,David LaChapelle photographies,264, 12=Ouvrage  broché,,,
7430,Wifredo Lam. Repères cahiers d'art contemporain,264, 12=Ouvrage  broché, 13=Français,,
7431,Art pour enfants : Autoportraits mon carnet d'artiste,143, 12=Ouvrage  broché, 13=Français,,
7432,Catalogue d'exposition De Floris à Rubens dessins de maîtres,216, 12=Ouvrage  relié, 13=Français,,
7433,La Cité de Refuge. Le Corbusier et Pierre Jeanneret l'usine à guérir,134, 12=Ouvrage  broché, 13=Français,,
7434,Catalogue d'exposition Chefs-d'oeuvre de Budapest,160, 12=Ouvrage  relié, 13=Français,,
7437,Des femmes peintres du XVe à l'aube du XIXe siècle,154, 12=Ouvrage  relié, 13=Français,,
7438,Catalogue d'exposition Carambolages,216, 13=Français,,,
7439,Catalogue d'exposition George Desvallières la peinture corps et âme,154, 12=Ouvrage  broché, 13=Français,,
7440,Catalogue d'exposition Vieira da Silva l'espace en jeu,216, 12=Ouvrage  broché,,,
7441,Jean-Michel Alberola,154, 12=Ouvrage  relié, 13=Français,,
7442,Catalogue d'exposition L'art et l'enfant,216, 12=Ouvrage  broché, 13=Français,,
7444,Catalogue raisonné Jérôme Bosch peintre et dessinateur,154, 12=Ouvrage broché, 13=Français,,
7447,Le Douanier Rousseau un naïf dans la jungle,125, 12=Ouvrage broché, 13=Français,,
7448,Catalogue d'exposition Hubert Robert (1733-1808) un peintre visionnaire,165, 13=Français,,,
7449,Catalogue d'exposition Jacques Villeglé. Mémoires,216, 12=Ouvrage  relié,,,
7450,Catalogue d'exposition Le douanier Rousseau l'innocence archaïque,216, 13=Français,,,
