ID,Titre,Catégorie,Précisions,,,
1368,Rodin et le bronze - Catalogue des oeuvres conservées au musée Rodin,118, 12=Coffret (2 volumes),,,
1371,Henri Focillon historien d'art,160, 12=Ouvrage  broché, 13=Français,,
3126,Zaha Hadid,134, 12=Ouvrage broché, 13=Français,,
3032,Album du château d'Ecouen musée national de la Renaissance,146, 12=Ouvrage broché, 13=Français,,
3029,La revue des musées de France musée du Louvre - N°3 2010,140, 12=Ouvrage broché, 13=Français,,
1421,Les Cahiers d'Histoire de l'Art n°5 - 2007,140, 12=Broché, 13=Français/Italien,,
1413,Du dessein au dessin,137, 12=Broché, 13=Français,,
1414,Le Surréalisme en Belgique 1924-2000,141, 12=Ouvrage relié, 13=Français,,
1423,Andy Warhol Portraits (Relié),141, 12=Relié, 13=Français,,
1426,La Sainte-Chapelle de Paris,134, 12=Relié, 13=Français,,
1427,La Terre vue du ciel,158,,,,
1432,Des musées au-dessus de tout soupçon,137, 12=Broché, 13=Français,,
1435,Histoire de la Laideur,137,,,,
1436,Histoire de la Beauté & Histoire de la Laideur - Coffret (2 volumes),198, 28=Oui,,,
1438,Christoforou - peintures,141, 12=Ouvrage  relié, 13=Français,,
1440,La Méditerranée des Phéniciens - de Tyr à Carthage,138, 13=Français,,,
1441,Marbres de carrières en Palais,118, 12=Ouvrage relié, 13=Français,,
1442,L'Art des frères d'Amboise - Les chapelles de l'hôtel de Cluny et du château de Gaillon,134, 12=Ouvrage  broché, 13=Français,,
1444,Marcion ébéniste de Napoléon,135, 12=Ouvrage relié, 13=Français,,
1446,Musée Nissim de Camondo - La demeure d'un collectionneur ,135, 12=Ouvrage relié, 13=Français,,
1455,De Kuroda à Foujita - Peintres japonais à Paris,119, 12=Relié, 13=Français, 28=Oui,
1456,Catalogue des peintures italiennes du musée du Louvre ,146, 12=Ouvrage  relié, 13=Français,,
1457,Quand Versailles était meublé d'argent,135, 12=Ouvrage relié, 13=Français,,
1459,Versailles deux siècles d'histoire de l'art,134, 13=Français,,,
1462,Equateur - l'art secret de l'Equateur précolombien,149, 12=Ouvrage  broché, 13=Français,,
1464,L'oeil révolté - les salons de Diderot,160, 12=Ouvrage  broché, 13=Français,,
1475,Le Réalisme,137, 12=Ouvrage  broché, 13=Français,,
1476,Gustave Courbet - Tirage limité avec une photographie signée de Balthasar Burkhard,150, 13=Français,,,
1478,Soulages 90 peintures sur papier,141, 13=Français,,,
1869,Retours du colonial,198, 12=Broché, 13=Français,,
1485,Monumental 2007 - Semestriel 2,140, 12=Broché, 13=Français,,
1487,Portraits singuliers. Hommes et femmes de savoirs dans l'Europe de la Renaissance 1400-1650,133, 12=Broché, 13=Français,,
1518,Dessins français du XVII au XIXe siècle de la collection du musée Magnin à Dijon,133, 12=Relié, 13=Français, 28=Oui,
1692,Dictionnaire des Arts Plastiques modernes et contemporains,124, 12=Ouvrage relié, 13=Français,,
1492,Le Commerce du tableau à Paris dans la seconde moitié du XVIIIe siècle,137, 12=Broché, 13=Français,,
1493,Dictionnaire amoureux du Louvre ,129, 12=Ouvrage  broché, 13=Français,,
1494,Georges Vantongerloo (1886-1965) un pionnier de la sculpture moderne,118, 12=Ouvrage broché,,,
1495,Histoire de l'art N° 61 - Les arts décoratifs d'aujourd'hui ,135, 12=Broché, 13=Français,,
1497,Pierre Paulin - Le Design au Pouvoir,135, 12=Broché, 13=Français,,
1498,Peindre en Normandie XIXe et XXe siècles,146, 12=Ouvrage  relié, 13=Français, 28=Oui,
1532,Arts et cultures - T. 9,140, 12=Broché, 13=Français,,
1516,Essai sur les genres en peinture - Nature morte Portrait Paysage,137, 12=Broché, 13=Français,,
1517,Ruines et paysages,137, 12=Broché, 13=Français,,
1511,Le spleen d'Apollon - Musées fric et mondialisation,131, 12=Broché, 13=Français,,
1513,De Rome à Paris - Peinture et pouvoirs aux XVIIe et XVIIIe siècles ,137, 12=Relié sous coffret, 13=Français,,
1514,Giovan Francesco Rustici (1475-1554),118, 12=Ouvrage  relié, 13=Français,,
1510,Louise et Léopold. Le mariage du premier roi des Belges à Compiègne,129, 12=Broché, 13=Français,,
1521,Correspondance - Pierre-Narcisse Guerin 1823-1828  ,137, 12=Ouvrage  broché, 13=Français,,
1522,Jonathan Richardson père et fils - Traité de la peinture et de la sculpture,124, 12=Ouvrage  broché, 13=Français,,
1523,L'art japonais,119, 12=Broché, 13=Français,,
1524,David Smith - Ecrits et discours,118, 12=Broché, 13=Français,,
1528,Maurice Brianchon - Catalogue raisonné,141, 13=Français,,,
1611,Carnets De Voyage,120, 12=Broché, 13=Français, 28=Oui,
1538,La Mémoire des oeuvres,198, 12=Broché, 13=Français,,
1540,Techne n°33 - Des traités aux ateliers,160, 12=Broché, 13=Français,,
1541,La voie aux chapitres. Poétique de la disposition romanesque,198, 12=Broché, 13=Français,,
1542,Pour Sartre,198, 12=Broché, 13=Français,,
1543,GRAPHES CARTES ET ARBRES,198, 12=Broché, 13=Français,,
1544,Charles-Joseph Natoire (1700-1777),154, 12=Ouvrage relié, 13=Français,,
1545,Julien Gracq - La littérature habitable,198, 12=Broché, 13=Français,,
1546,L'art égéen : Tome 1 Grèce Cyclades Crète jusqu'au milieu du IIe millénaire avant J-C,160, 12=Ouvrage relié, 13=Français,,
1547,L'Affaire du chien des Baskerville,198, 12=Broché, 13=Français,,
1548,Sur écoute. Esthétique de l'espionnage,198, 12=Broché, 13=Français,,
1549,Storytelling. La Machine à fabriquer des histoires et à formater les esprits,198, 12=Broché, 13=Français,,
1550,Dialogues de sourds. Traité de rhétorique antilogique,198, 12=Broché, 13=Français,,
1552,Le Livre et l'éditeur,198, 12=Broché, 13=Français,,
1555,Le dialogue des Arts dans le Symbolisme Russe,137, 12=Broché, 13=Français,,
1556,La perle rose,158, 12=Ouvrage  relié, 13=Français,,
1558,L'Enfer de la Bibliotheque Nationale - Eros au secret,216, 12=Ouvrage  broché, 13=Français,,
1560,Monumental : Le domaine de Chantilly,160, 12=Ouvrage  broché, 13=Français,,
1561,Keith Haring,216, 12=Ouvrage  relié, 13=Français,,
1562,Revue Patrimoines n°7 - 2011,140, 12=Ouvrage broché, 13=Français, 28=Oui,
1563,Les Collections du Musée d'Art Moderne et Contemporain de Strasbourg,146, 12=Ouvrage  relié, 13=Français,,
1565,Salon du dessin - L'artiste collectionneur de dessin II,124, 12=Broché,,,
1932,Les deux écritures. Étude sur Bernanos,198, 12=Ouvrage  broché, 13=Français,,
2026,Ovide Tristes Pontiques,198, 12=Ouvrage broché, 13=Français,,
1790,Anthologie des arts premiers,161, 12=Coffret, 13=Français, 28=Oui,
3027,La faïence de Nevers 1585-1900,135, 12=Relié sous  coffret, 13=Français, 28=Oui,
3026,Techne n° 30-31 - Watteau et la fête galante,160, 12=Ouvrage  broché, 13=Français,,
1572,Chefs-d'oeuvre dessinés du XXe siècle du musée de Grenoble,142, 12=Ouvrage  broché, 13=Français,,
1573,Erró l'art et la vie,131, 12=Ouvrage broché, 13=Français,,
1575,La Divine Comédie de Dante illustrée par Botticelli ,145, 12=Broché, 13=Français,,
1577,Préliminaires à la théorie de l'esthétique du XVIIIe siècle,198, 12=Broché, 13=Français,,
1578,L'esthétique du livre d'artiste une introduction à l'art contemporain ,216, 12=Ouvrage  relié, 13=Français,,
1579,Don Quichotte en jupons,198, 12=Broché, 13=Français,,
1580,Dire presque la même chose. Expériences de traduction,198, 12=Ouvrage  broché, 13=Français,,
1581,La relation parodique,198, 12=Broché, 13=Français,,
6245,Dans la lumière de l'impressionnisme - Edouard Debat-Ponsan (1847-1913),216, 12=Ouvrage  broché, 13=Français,,
5659,Catalogue d'exposition Dessins français du 17e siècle - BNF,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
1587,Daumier l'art et la république,126, 12=Broché, 13=Français,,
1588,Daumier,126, 12=Ouvrage  broché, 13=Français,,
1675,L'image à l'époque gothique (1140-1280),128, 12=Ouvrage  broché, 13=Français,,
1597,Question de style  dessins XVIIe-XIXe siècles,126, 12=Ouvrage  broché, 13=Français,,
1591,Offrandes aux Dieux d'Egypte,216, 12=Broché,,,
1593,Balthus - Catalogue de la rétrospective,141, 12=Ouvrage  relié, 13=Français,,
1594,Autoportrait au visage absent - Ecrits sur l'art 1981-2007,137, 12=Broché, 13=Français,,
1596,Théâtre de Cour les spectacles à Fontainebleau au XVIIIe siècle,135, 12=Ouvrage  relié, 13=Français,,
3024,François Depeaux (1853-1920) le charbonnier et les impressionnistes,125, 12=Ouvrage  relié, 13=Français,,
1602,Antoine de Pise - L'art du Vitrail vers 1400,128, 12=Ouvrage  relié, 13=Français,,
1603,La notion de patrimoine,131, 12=Broché, 13=Français,,
1604,Le cheval dans l'art,160, 12=Ouvrage relié, 13=Français,,
1606,Le Grand Palais architecture et décors,134, 12=Ouvrage  broché, 13=Français,,
1609,Lovis Corinth (1858-1925),216, 12=Ouvrage  broché, 13=Français,,
1614,Les Iles Grecques,120, 13=Français,,,
1615,Titouan en Haïti,157, 12=Broché, 13=Français,,
1617,Zoé Zoé Femmes du monde (Coffret en 2 volumes),120, 12=Coffret (2 volumes), 13=Français,,
1619,Je suis la révolution,198, 12=Broché, 13=Français,,
1621,La ferme de Navarin,198, 12=Broché, 13=Français,,
1622,Ambroise Paré. La main savante,198, 12=Broché, 13=Français,,
1623,Evidence de l'histoire ce que voient les historiens,198, 12=Broché, 13=Français,,
1625,Volodine post-exotique,198, 12=Broché, 13=Français,,
1626,La France galante,198, 12=Broché, 13=Français,,
1627,Catalogue Louise Bourgeois,118, 12=Broché, 13=Français,,
1632,Le grand dérèglement. Le roman libertin du XVIIIe siècle,198, 12=Broché, 13=Français,,
1634,Musset ou la nostalgie libertine,198, 12=Ouvrage  relié, 13=Français,,
1635,Les arts décoratifs anglais,131, 12=Ouvrage  broché, 13=Français,,
1657,Petite planète,150, 12=Ouvrage relié, 13=Français,,
1639,La photographie contemporaine par ceux qui la font,150, 12=Ouvrage relié, 13=Français,,
1640,La figuration narrative - Paris 1960-1972,216, 12=Ouvrage  broché, 13=Français,,
1735,Chemins de traverse. Essais sur l'histoire des arts,131, 12=Ouvrage  broché, 13=Français,,
1644,Portrait of a lady peintures et photographies américaines en France (1870-1915),125, 12=Ouvrage  broché, 13=Français/Anglais,,
1645,Les reines de l’Égypte ancienne,161, 12=Ouvrage  relié, 13=Français,,
1646,Vlaminck. Catalogue critique des peintures et céramiques de la période fauve (Catalogue bilingue français / anglais),166, 12=Relié sous  coffret, 13=Français / Anglais,,
1647,L’Art céramique des Kali’na,161, 12=Ouvrage relié,,,
1649,Architecture & Lecture - Les bibliothèques municipales françaises,134, 13=Français,,,
1650,Bernard Tschumi,134, 12=Ouvrage relié, 13=Français,,
1651,L’Age d’or de l’architecture arménienne,134, 12=Ouvrage relié, 13=Français,,
2019,Honoré Daumier du rire aux larmes,216, 12=Ouvrage  broché, 13=Français,,
1656,Le Vocabulaire technique de la photographie,150, 12=Ouvrage relié, 13=Français,,
1658,Bijoux Sculptures du XXe siècle. L’art vous va si bien,135, 12=Ouvrage  broché, 13=Français,,
1659,Monet les nymphéas,265, 12=Ouvrage relié, 13=Français,,
1743,Nicolas Bouvier. L'œil qui écrit,198, 12=Broché, 13=Français,,
1662,Art et Internet,160, 12=Ouvrage  broché, 13=Français,,
1664,Les grands scandales de l’histoire de l’art,160, 12=Ouvrage  relié, 13=Français,,
1667,La jeune fille au miroir de Titien,137, 12=Broché, 13=Français,,
1668,Eugène Fromentin monographie révisée et catalogue de dessins,166, 12=Ouvrage relié, 13=Français,,
1669,L'art ancien au Musée d'art moderne de Saint-Etienne Métropole,146, 12=Ouvrage  broché, 13=Français,,
1672,Charles Meynier (1763-1832),165, 12=Ouvrage  relié, 13=Français,,
1673,Egon Schiele - Erotica,142, 12=Coffret de luxe, 13=Français/Anglais,,
2166,La république troublée. Culture visuelle et débat social en France (1889-1900).,198, 12=Ouvrage  broché,,,
1723,De chair et d'air,198, 12=Broché, 13=Français,,
1674,Peintures françaises du XVIIIe siècle musée des Beaux-arts de Tours,146, 12=Ouvrage  broché, 13=Français,,
1676,L'image à l'époque romane,128, 12=Ouvrage  broché, 13=Français,,
1678,Stendhal le désir de cinéma,198, 12=Broché, 13=Français,,
2063,L'amour de la langue,198, 12=Poche, 13=Français,,
1679,Les Inachevées. Le goût de l'imparfait,198, 12=Broché, 13=Français,,
1680,Style. Un mot et des discours,198, 12=Broché, 13=Français,,
1681,Chemins de Michon,198, 12=Broché, 13=Français,,
1682,L'art à ciel ouvert - Commandes publiques en France 1983-2007,144, 12=Ouvrage relié, 13=Français,,
5775,François Bocion au seuil de l'Impressionnisme,125, 12=Ouvrage  broché, 13=Français,,
1685,Carnets d'orient - Intégrale T.2 de Jacques Ferrandez ,157, 12=Ouvrage  relié, 13=Français,,
1686,Retours à Marcel Schwob. D'un siècle à l'autre (1905-2005),198, 12=Ouvrage  broché, 13=Français,,
1688,Jean-Louis Fargeon parfumeur de Marie-Antoinette,135, 12=Ouvrage broché, 13=Français,,
1689,Bréviaire de la bêtise,198, 12=Ouvrage  broché, 13=Français,,
1690,Montaigne. Les formes du monde et de l’esprit,198, 12=Broché, 13=Français,,
1694,La société des peintres orientalistes français (1889-1943),124, 13=Français,,,
1693,Les catalogues des Salons - Tome XIV (1884-1886),124, 13=Français,,,
2116,L'Éloquence de la chaire. Les sermons de saint Augustin à nos jours,198, 12=Ouvrage broché, 13=Français,,
1696,L'oeuvre au noir,198, 12=Broché, 13=Français,,
1695,Victor Prouvé  (1858-1943),135, 12=Ouvrage  broché, 13=Français,,
1697,Le Criticon,198, 12=Broché, 13=Français,,
1700,Le Cogito amoureux,198, 12=Broché, 13=Français,,
1701,Journal d'un négrier au XVIIIe siècle,198, 12=Broché, 13=Français,,
1702,Luc Tuymans,144, 12=Broché, 13=Français,,
1703,Polylogue,198, 12=Broché, 13=Français,,
1704,La Cause amoureuse. Freud Spinoza Racine,198, 12=Broché, 13=Français,,
1705,Séduire comme un dieu. Leçons de flirt antique,198, 12=Ouvrage  broché, 13=Français,,
1706,Le Cinéma : naissance d’un art. Premiers écrits 1895-1920,198, 12=Broché, 13=Français,,
1707,Cinéphilo,198, 12=Broché,,,
1708,Mallarmé. Du sens des formes au sens des formalités,198,,,,
1709,Art pour enfant - Le surréalisme pour les enfants,236, 12=Ouvrage  broché, 13=Français, 28=Oui,
3022,Masques Ekiti visages de l'au-delà,139, 12=Ouvrage  broché, 13=Français,,
1711,Dans la peau de Gisela. Politique et création littéraire.,198, 12=Broché,,,
1712,Ecrits et conférences I - Autour de la psychanalyse,198, 12=Ouvrage  broché, 13=Français,,
1714,L’Art bouddhique,160, 13=Français,,,
1715,Le Corps Cosmos,198, 12=Broché, 13=Français,,
1867,La littérature et ses monstres,198, 12=Ouvrage  broché, 13=Français,,
1956,Les relations de M. Wiertz,216, 12=Coffret (2 volumes), 13=Français,,
1716,Carnet d'études ENSBA n°11 - Annette Messager Melo-Meli,216, 12=Broché, 13=Français,,
1870,Les Animaux Célèbres,198, 12=Poche, 13=Français,,
2177,Claes Oldenburg - Coosje van Bruggen,118, 12=Ouvrage broché, 13=Français,,
1724,La Littérature à l'ère de la reproductibilité technique,198, 12=Ouvrage  broché, 13=Français,,
1725,L'Évènement climatique et ses représentations (XVIIe-XIXe siècle),137, 12=Ouvrage  broché, 13=Français,,
1726,La Bible d'Amiens de John Ruskin,198, 12=Ouvrage  broché, 13=Français,,
1728,L'acte esthétique,198, 12=Broché, 13=Français,,
1729,La passion d'être soi. Cinq portraits,198, 12=Broché, 13=Français,,
1730,La philosophie du dandysme,198, 12=Broché, 13=Français,,
1731,La condition noire,198, 12=Broché, 13=Français,,
1780,Le musée : outil de lien social ?,137, 12=Broché, 13=Français,,
1732,Estampes françaises du XVIIe siècle - Une donation au musée des Beaux-Arts de Nancy,157, 12=Ouvrage  relié, 13=Français, 28=Oui,
1733,Catalogue d'exposition Max Ernst le jardin de la France,216, 12=Ouvrage  broché, 13=Français,,
1734,Le capitalisme esthétique,131, 12=Broché, 13=Français,,
1738,Jacques de Bellange,133, 12=Ouvrage  broché, 13=Français,,
1739,Balthus,141, 12=Ouvrage relié, 13=Français,,
1766,Revue Patrimoines n°8  - 2012,140, 12=Ouvrage broché,,,
1740,La Tenture de David et Bethsabée,135, 12=Ouvrage broché, 13=Français,,
1853,La Tenture de l'Histoire d'Alexandre le Grand,135, 12=Ouvrage  broché, 13=Français,,
1742,Jules Hardouin-Mansart. Coffret 2 volumes,131, 13=Français,,,
1745,Chanson. L'art de fixer l'air du temps - de Béranger à Mano Solo,198, 12=Broché, 13=Français,,
1746,Alexandre Dumas l’homme 100 têtes,198, 12=Broché, 13=Français,,
1747,Poésie vacante. Nerval Mallarmé Laforgue,198, 12=Broché, 13=Français,,
1748,L'Allemagne au temps du réalisme. De l'espoir au désenchantement (1848-1890),198, 12=Ouvrage  broché, 13=Français,,
1750,Plagiats les coulisses de l'écriture,198, 12=Ouvrage  broché, 13=Français,,
3021,Tous les styles du Louis XIII à l'Art déco,135, 12=Ouvrage broché, 13=Français,,
1753,L'École du réel,198, 12=Ouvrage  broché, 13=Français,,
1754,L'épreuve libertine. Morale soupçon et pouvoirs dans la France baroque,198, 12=Ouvrage  broché, 13=Français,,
1755,Que peindre ? Adami Arakawa Buren,137, 12=Broché, 13=Français,,
1938,Le Christ dans l'art européen,129, 12=Ouvrage  relié, 13=Français,,
1825,Les conférences de l'Académie royale de peinture et de sculpture (1712-1746). Tome 4 volume 2,160, 12=Broché, 13=Français,,
1756,Monumental 2008 - Semestriel 1,140, 12=Ouvrage  broché, 13=Français,,
1757,Monumental 2007 - Semestriel 1,140, 12=Ouvrage  broché, 13=Français,,
1759,Echolalies. Essai sur l'oubli des langues,198, 12=Ouvrage  broché, 13=Français,,
1760,Emile Benveniste: l'invention du discours,198, 12=Ouvrage  broché, 13=Français,,
1761,Camille Claudel. De la vie à l'oeuvre regards croisés,118, 12=Ouvrage  broché, 13=Français,,
1762,L'iconographie médiévale,128, 12=Broché, 13=Français,,
1763,La Tentation de l'impossible. Victor Hugo et les Misérables,198, 12=Broché, 13=Français,,
1765,Balthus - 100e anniversaire,216, 12=Ouvrage  broché, 13=Français,,
1769,Jean Crotti,141, 12=Ouvrage  broché, 13=Français,,
1770,Oroonoko prince et esclave. Roman colonial de l'incertitude,198, 12=Ouvrage  broché, 13=Français,,
1772,Berenice Abbott,150, 12=Ouvrage broché, 13=Français,,
1773,L'Empire des émotions. Les historiens dans la mêlée,198, 12=Broché, 13=Français,,
5554,Art pour enfant - Véhicules d'Art brut,143, 12=Ouvrage broché, 13=Français, 28=Oui,
1776,César. Anthologie par Jean Nouvel,180, 12=Ouvrage  broché, 13=Français/Anglais,,
1777,Anne Barrès sculptures,118, 12=Ouvrage  broché, 13=Français,,
1809,Les conférences de l'académie royale de peinture et de sculpture (1712-1746). Tome 4   volume 1,160, 12=Broché, 13=Français,,
1785,China Gold,144, 12=Ouvrage  relié, 13=Français,,
1789,Patrimoine et mondialisation,124, 12=Ouvrage broché, 13=Français,,
1797,Studiolo 6 - L'Italie et les régions françaises,131, 12=Ouvrage broché, 13=Français,,
1792,L’Art Verrier 1900,131, 12=Ouvrage  relié, 13=Français,,
1793,Fragments du Vivant ,131, 12=Ouvrage  relié, 13=Français,,
1798,Les verres antiques du musée du Louvre - Tome II,135, 12=Ouvrage relié, 13=Français,,
1799,Don Quichotte et ses fantômes,198,,,,
1802,L'architecture moderne à l'Expo 58,131, 12=Ouvrage relié, 13=Français,,
1854,Albert Besnard (1849-1934),141, 12=Ouvrage  broché, 13=Français,,
1807,Deux siècles précurseurs - Mélanges en l'honneur de Bruno Foucart,131, 13=Français,,,
1808,Jeff Koons Versailles,216, 12=Relié, 13=Français,,
1810,Comprendre l’art contemporain,144, 12=Broché, 13=Français,,
1811,Le sombre abîme du temps. Mémoire et archéologie,198, 12=Broché,,,
1812,L'interprétation et la lecture chez Ricoeur et Gadamer,198, 12=Broché,,,
1813,Le Métro revisité,198,,,,
1814,Le Dit du Genji,119, 13=Français,,,
1815,Eloquence du roman - Rhétorique littérature et politique aux XIXe et XXe siècles,198,,,,
1816,Le roman de Jean-luc Lagarce,198, 12=Broché,,,
1818,Qui si je criais...? - Oeuvres-témoignages dans les tourmentes du XXe siècle,198, 12=Broché,,,
1821,Dramaturgie De Hambourg - Gotthold Ephraim Lessing,198,,,,
1822,Que fait la critique ?,198,,,,
1823,Le Vers Libre,198,,,,
1824,Pia Myrvold : Interfaces,144, 12=Broché,,,
1826,Proust les horreurs de l'amour,198,,,,
1827,Ecrits satiriques - Tome 1 Précis de philosophie moderne,198, 12=Broché,,,
1828,Les Orientalistes de l'Ecole Américaine,125, 13=Français,,,
1829,Lalies n° 28,198,,,,
1830,Van Gogh - Monticelli,125, 12=Ouvrage relié, 13=Français,,
1988,Les Soulages du musée Fabre,131, 12=Ouvrage  broché, 13=Français,,
1838,Petits musées en vers,131, 12=Ouvrage  broché, 13=Français,,
1839,Aux marges de la règle,131, 12=Ouvrage  broché, 13=Français,,
5429,Catalogue Le Siècle d'Or de la Peinture Danoise,216, 12=Ouvrage broché, 13=Français, 28=Oui,
1858,Picasso et les Maîtres,141, 12=Ouvrage  broché, 13=Français,,
2130,Peinture flamande et hollandaise XVe - XVIIIe siècle,164, 12=Ouvrage  broché, 13=Français,,
1841,Dufy,135, 12=Ouvrage  relié, 13=Français,,
1843,Paul Klee le théâtre de la vie,131, 12=Ouvrage relié, 13=Français,,
1845,Le détail. Pour une histoire rapprochée de la peinture,131, 12=Ouvrage  relié, 13=Français,,
1915,Les femmes dans les arts d'Afrique,216, 12=Ouvrage  relié, 13=Français,,
1847,Ruptures et dialogues,131, 12=Ouvrage  broché, 13=Français,,
1850,"Les années 1930. La fabrique de l'""Homme nouveau""",216, 12=Ouvrage  relié, 13=Français,,
1857,Le règne et la gloire,198, 12=Ouvrage  broché, 13=Français,,
1860,Marcel Duchamp. Duchamp du signe suivi de Notes,137, 12=Ouvrage  broché, 13=Français,,
1862,Ils liront dans mon âme. Les écrivains face à Dreyfus,198, 12=Ouvrage  broché, 13=Français,,
1863,Richesse franciscaine. De la pauvreté volontaire à la société de marché,198, 12=Poche, 13=Français,,
1865,Correspondances impressionnistes (Coffret en 2 volumes),145, 13=Français,,,
1868,Notes sur Beckett,198, 12=Ouvrage  broché,,,
1871,Histoire du snobisme,198, 12=Ouvrage broché, 13=Français,,
1873,L'Or des manuscrits - Les 100 manuscrits les plus précieux,160, 12=Broché, 13=Français,,
1874,Ce que l'art nous apprend,160, 12=Broché, 13=Français,,
1877,Pages du journal de la reine Victoria,131,,,,
1899,Art et culture. Essais critiques,124, 12=Ouvrage broché, 13=Français,,
5439,Catalogue d'exposition De bronze et de pierre dure un cadeau espagnol à Napoléon,216, 12=Ouvrage broché, 13=Français,,
1881,Doisneau portraits d'artistes,150, 12=Ouvrage  broché, 13=Français,,
1882,Questions d'art,137, 12=Ouvrage broché, 13=Français,,
1884,L'art des putains,198, 12=Ouvrage  broché, 13=Français,,
1885,Design italien,131, 12=Ouvrage broché, 13=Français,,
1886,Design américain,131, 12=Ouvrage broché, 13=Français,,
1887,Tubes. La Philosophie dans le juke-box,198, 12=Ouvrage  broché, 13=Français,,
1888,Les enfants de Socrate,198, 12=Ouvrage  broché, 13=Français,,
1889,Melancholia - Le malaise de l'individu,198, 12=Broché, 13=Français,,
1893,Le goût chinois du cardinal Louis de Rohan,216, 12=Ouvrage broché, 13=Français,,
1895,Vidal-Naquet historien en personne,198, 12=Broché,,,
1900,Les grottes maniéristes en Italie au XVIe siècle,129, 12=Broché, 13=Français,,
1906,Les ornements liturgiques du cardinal Fesch - Catalogues raisonnés des collections Palais Fesch-musée des Beaux-arts,160, 12=Ouvrage broché, 13=Français, 28=Oui,
1907,Quel scandale !,198, 12=Broché, 13=Français,,
1908,Aragon et la chanson,198, 13=Français,,,
1910,Picasso ses maîtres ses héritiers,137, 12=Ouvrage  broché, 13=Français,,
1948,Le toucher des philosophes,198, 12=Ouvrage  broché, 13=Français,,
1912,Le portrait de groupe hollandais,131, 12=Ouvrage  broché, 13=Français,,
1920,Fra Angelico,123, 12=Ouvrage relié, 13=Français,,
1974,Human Expressionism. The Human Figure and the Jewish Experience,230,,,,
1928,L'Argent Dieu et le Diable,198, 12=Broché, 13=Français,,
1925,La folie de Banvard,198, 12=Ouvrage  broché, 13=Français,,
1926,L'art de la préface,198, 12=Ouvrage  broché, 13=Français,,
1927,Le concept de critique esthétique dans le romantisme allemand,198, 12=Broché, 13=Français,,
1929,Écrire ses Mémoires au XXe siècle ,198, 12=Ouvrage broché, 13=Français,,
1930,Le Tasse - Jérusalem délivrée (Gerusalemme liberata),198, 12=Coffret (2 volumes), 13=Français (traduit de  l'italien),,
1931,Alexis Léger dit Saint-John Perse,198, 12=Ouvrage  broché, 13=Français,,
1934,Théâtres en capitales,198, 12=Ouvrage  broché, 13=Français,,
1935,Carnets d'orient - Intégrale T.1  de Jacques Ferrandez ,157, 12=Ouvrage  relié, 13=Français,,
1936,Mary Astell et le féminisme en Angleterre au XVIIe siècle.,198, 12=Ouvrage  broché, 13=Français,,
1939,L'art de l'Europe Centrale,129, 12=Relié sous  coffret, 13=Français,,
1940,Le bestiaire d'Eugène Delacroix,125, 12=Ouvrage  relié, 13=Français,,
1942,Les amateurs d'art à Paris au XVIIIe siècle,160, 12=Ouvrage broché, 13=Français,,
5556,Miró Graveur II  - 1961-1973 (Avec 3 bois gravés originaux),157, 13=Français, 28=Oui,,
2147,Figures IV,198, 12=Ouvrage  broché, 13=Français,,
1951,Charles Darwin. L'autobiographie.,198, 12=Ouvrage  broché, 13=Français,,
1953,Vivre le sens,198, 12=Ouvrage  broché, 13=Français,,
1954,Ce que cachent les titres,198, 12=Ouvrage  broché, 13=Français,,
1957,Noir histoire d'une couleur,160, 12=Ouvrage  relié, 13=Français,,
1958,Voix off,198, 12=Ouvrage  broché, 13=Français,,
1959,Najia Mehadji,131, 12=Ouvrage  broché, 13=Français,,
2163,Une chambre en Hollande,198, 12=Ouvrage broché, 13=Français,,
5620,Du haut de ces pyramides... - L'expédition d'Egypte et la naissance de l'égyptologie (1798-1850),216, 12=Ouvrage  broché, 13=Français, 28=Oui,
1966,Icônes et idoles,129, 12=Ouvrage  relié, 13=Français,,
1967,Vers de nouveau rivages,141, 12=Ouvrage  broché, 13=Français,,
1970,Jérôme Napoléon roi de Westphalie,125, 12=Ouvrage  broché, 13=Français,,
1975,Le spectateur émancipé,137, 12=Broché,,,
1976,Les Dénis de l'Histoire. Europe & Extrême-Orient au XXe siècle,198, 12=Ouvrage  broché, 13=Français,,
1977,Métamorphose et identité. D'Ovide au transsexualisme,198, 12=Ouvrage  broché, 13=Français,,
1985,Les Cahiers d'Histoire de l'Art n°6 / 2008,140,,,,
2087,Une histoire des haines d'écrivains. De Chateaubriand à Proust,198, 12=Ouvrage  broché, 13=Français,,
1995,Le livre des vanités,160, 12=Ouvrage  relié, 13=Français,,
1980,Le Plagiat par anticipation,198, 12=Broché, 13=Français,,
1981,L'Invention de la culture hétérosexuelle,198, 12=Ouvrage  broché, 13=Français,,
1982,Faut pas pisser sur les vieilles recettes,198, 12=Ouvrage  broché, 13=Français,,
1983,Les Précieuses - Naissance des femmes de lettres en France au XVIIe siècle,198, 12=Ouvrage  broché, 13=Français,,
5546,Catalogue d'exposition Delacroix en héritage,216, 12=Ouvrage  relié, 13=Français, 28=Oui,
1990,Eugene Carrière (1849-1906). Catalogue raisonné de l'oeuvre peint,166, 12=Ouvrage relié, 13=Français,,
1989,André Maire (1898-1984). L'itinéraire d'un peintre voyageur,216, 12=Ouvrage  broché, 13=Français,,
2176,La légende dorée de Jacques de Voragine,123, 13=Français,,,
